"Origin","Proverb"
"Danish","He must cry aloud who would scare the devil."
"Danish","He does not live in this world that can skin a grindstone."
"Danish","He that cuts above himself, will get splinters in his eye."
"Danish","Happy he who can take warning from the mishaps of others."
"Danish","Hang the young thief, and the old one will not steal."
"Danish","Hair does not grow faster by being pulled."
"Danish","Hair by hair and the head gets bald."
"Danish","Had it not been for an if, the old woman would have bitten a wolf."
"Danish","Grey hairs are death's blossoms."
"Danish","He drives a good waggonful into his farm who gets a good wife."
"Danish","He is young enough who has health, and he is rich enough who has no debts."
"Danish","Happy is he who knows his follies in his youth."
"Danish","He is most likely to spill who holds the vessel in his hand."
"Danish","He must be pure who would blame another."
"Danish","He must be ill-favoured who scares the devil."
"Danish","He must be a clever host that would take the devil into his hostelry."
"Danish","He loves me as the devil loves holy water."
"Danish","He loses least in a quarrel who keeps his tongue in cheek."
"Danish","He knows the water best who has waded through it."
"Danish","He knocks boldly at the door who brings a welcome message."
"Danish","He is not yet born who can please everybody."
"Danish","He is not a bad driver who knows how to turn."
"Danish","He is no small knave who knows a great one."
"Danish","He is never likely to have a good thing cheap that is afraid to ask a price."
"Danish","He is nearest to God who has the fewest wants."
"Danish","He is nearest a thing, who has it in his hands."
"Danish","He is my friend that succoureth me, not he that pitieth me."
"Danish","He is my friend that grindeth at my mill."
"Danish","He knows best where the shoe pinches who wears it."
"Danish, Dutch","Every man's friend is every man's fool."
"Danish, Dutch","The cow gives good milk, but kicks over the pail."
"Danish, Dutch","Need makes the old wife trot."
"Danish, Dutch","The cow does not know the value of her tail till she has lost it."
"Danish, Dutch","It is a poor mouse that has but one hole."
"Danish, Dutch","Fair words won't fill the sack."
"Danish, Dutch","Help yourself, and God will help you."
"Danish, Dutch","Little fish are sweet."
"Danish, Dutch, French, German","Set a thief to catch a thief."
"Danish, Dutch, French, German","Set hard heart against hard hap."
"Danish, Dutch, French, German, Italian, Portuguese","Strike while the iron is hot."
"Danish, Dutch, French, German, Italian, Portuguese","Well begun is half done."
"Danish, Dutch, French, German, Italian, Spanish","Look not a gift horse in the mouth."
"Danish, Dutch, French, German, Italian, Spanish","Look not out for dead men's shoes."
"Danish, Dutch, French, German, Portuguese, Spanish","Out of the fullness of the heart the mouth speaks."
"Danish, Dutch, French, German, Portuguese, Spanish","Out of the fulness of the heart the mouth speaketh."
"Danish, Dutch, French, German, Portuguese, Spanish","Out of thine own mouth will I judge thee."
"Danish, Dutch, French, German, Portuguese, Spanish","Out of sight out of mind."
"Danish, Dutch, French, Italian","Hunger is the best sauce."
"Danish, Dutch, German","It is good to sleep in a whole skin."
"Danish, Dutch, German","The morning hour has gold in its mouth."
"Danish, Dutch, German, Italian","New brooms sweep clean."
"Danish, Dutch, German, Spanish","Man proposes, God disposes."
"Danish, Dutch, German, Spanish","Man punishes the action, but God the intention."
"Danish, Dutch, Irish","Necessity knows no law."
"Danish, Dutch, Italian","Three women and a goose make a market."
"Danish, Dutch, Italian, Spanish","One swallow does not make a summer."
"Danish, English","Luck has but a slender anchorage."
"Danish, English, French, German, Portuguese","When the cat's away the mice will play."
"Danish, English, German","Still waters run deep."
"Danish, French","None so deaf as those who won't hear."
"Danish, French","Wash a dog, comb a dog, still a dog remains a dog."
"Danish, French, German","All are not hunters that blow the horn."
"Danish, French, German","Faint heart never won fair lady."
"Danish, French, German, Spanish","As you make your bed so you must lie on it."
"Danish, French, German, Spanish","As you make your bed so you must lie upon it."
"Danish, French, Italian","Love me little and love me long."
"Danish, French, Italian","Like will to like."
"Danish, French, Italian","Likeness is the mother of love."
"Danish, French, Italian","Lilies are whitest in a blackmoor's hand."
"Danish, German","Every man thinks his copper is gold."
"Danish, German","Every man thinks his own geese swans."
"Danish, German","Everybody says it, nobody knows it."
"Danish, German","Great men's requests are commands."
"Danish, German","He who laughs last, laughs best."
"Danish, German","He who laughs last, laughs longest."
"Danish, German","He who tickles himself can laugh when he pleases."
"Danish, German","It is a wise child that knows its own father."
"Danish, German","It is no child's play when an old woman dances."
"Danish, German","Let every man carry his own sack to the mill."
"Danish, Italian","What is done cannot be undone."
"Danish, Italian","One Englishman can beat three Frenchmen."
"Danish, Italian","One enemy is too much, and a hundred friends are not enough."
"Danish, Italian","He who has a good neighbour has a good morning."
"Danish, Spanish","Marry you son when you will, and your daughter when you can."
"Darkovan","Take care of the pence and the pounds will take care of themselves."
"Darkovan","Take care how you beseech the gods for a gift, for they will give it to you."
"Darkovan","Rats make havoc in the kitchen when the cat's a kitten."
"Darkovan","The best horse can't wear two saddles."
"Darkovan","Put no faith in a drunkard's prophecy, another man's dog, or the weather at any season."
"Darkovan","That land fares ill where the king's but a babe."
"Darkovan","The dead cannot come to kinsmen's aid."
"Darkovan","The dead in heaven is too happy to grieve for indignities to his corpse; the dead in hell has too much else to grieve for."
"Darkovan","The rain can only drown the mud-rabbit if he hasn't the wits to keep his mouth shut."
"Darkovan","The world goes as it will and not as you or I would want it."
"Darkovan","Only men laugh, only men weep, only men dance."
"Darkovan","Nothing in this world is certain but death and next winter's snows."
"Darkovan","The wine has been poured and must be drunk."
"Darkovan","The rain does not all fall on one roof."
"Darkovan","The sex of a cralmac is of interest only to another cralmac."
